C:\ProgramData\anaconda3\Lib\site-packages\gymnasium\spaces\box.py:235: UserWarning: [33mWARN: Box low's precision lowered by casting to float32, current low.dtype=float64[0m
  gym.logger.warn(
C:\ProgramData\anaconda3\Lib\site-packages\gymnasium\spaces\box.py:305: UserWarning: [33mWARN: Box high's precision lowered by casting to float32, current high.dtype=float64[0m
  gym.logger.warn(
Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
---------------------------------
| rollout/           |          |
|    policy_gradient_loss | 2.12e-10  |
|    value_loss           | 6.45e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.42e+03  |
| time/                   |           |
|    fps                  | 1296      |
|    iterations           | 5         |
|    time_elapsed         | 7         |
|    total_timesteps      | 10240     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.46e-12 |
|    explained_variance   | -0.534    |
|    learning_rate        | 0.0003    |
|    loss                 | 2.27e+04  |
|    n_updates            | 40        |
|    policy_gradient_loss | 2.29e-09  |
|    value_loss           | 7.67e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.44e+03  |
| time/                   |           |
|    fps                  | 1278      |
|    iterations           | 6         |
|    time_elapsed         | 9         |
|    total_timesteps      | 12288     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.64e-12 |
|    explained_variance   | -0.406    |
|    learning_rate        | 0.0003    |
|    loss                 | 2.83e+04  |
|    n_updates            | 50        |
|    policy_gradient_loss | 1.58e-10  |
|    value_loss           | 8.33e+04  |
---------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 100      |
|    ep_rew_mean          | 2.46e+03 |
| time/                   |          |
|    fps                  | 1252     |
|    iterations           | 7        |
|    time_elapsed         | 11       |
|    total_timesteps      | 14336    |
| train/                  |          |
|    approx_kl            | 0.0      |
|    clip_fraction        | 0        |
|    clip_range           | 0.2      |
|    entropy_loss         | -1.5e-12 |
|    explained_variance   | -0.122   |
|    learning_rate        | 0.0003   |
|    loss                 | 3.23e+04 |
|    n_updates            | 60       |
|    policy_gradient_loss | 4.57e-10 |
|    value_loss           | 7.76e+04 |
--------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.46e+03  |
| time/                   |           |
|    fps                  | 1230      |
|    iterations           | 8         |
|    time_elapsed         | 13        |
|    total_timesteps      | 16384     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.65e-12 |
|    explained_variance   | 0.0261    |
|    learning_rate        | 0.0003    |
|    loss                 | 3.18e+04  |
|    n_updates            | 70        |
|    policy_gradient_loss | 1.98e-10  |
|    value_loss           | 8e+04     |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.46e+03  |
| time/                   |           |
|    fps                  | 1224      |
|    iterations           | 9         |
|    time_elapsed         | 15        |
|    total_timesteps      | 18432     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.44e-12 |
|    explained_variance   | 0.431     |
|    learning_rate        | 0.0003    |
|    loss                 | 2.28e+04  |
|    n_updates            | 80        |
|    policy_gradient_loss | 1.58e-09  |
|    value_loss           | 5.3e+04   |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.5e+03   |
| time/                   |           |
|    fps                  | 1217      |
|    iterations           | 10        |
|    time_elapsed         | 16        |
|    total_timesteps      | 20480     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.91e-12 |
|    explained_variance   | 0.652     |
|    learning_rate        | 0.0003    |
|    loss                 | 1.75e+04  |
|    n_updates            | 90        |
|    policy_gradient_loss | 5.49e-10  |
|    value_loss           | 4.04e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.52e+03  |
| time/                   |           |
|    fps                  | 1211      |
|    iterations           | 11        |
|    time_elapsed         | 18        |
|    total_timesteps      | 22528     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.56e-12 |
|    explained_variance   | 0.794     |
|    learning_rate        | 0.0003    |
|    loss                 | 1.61e+04  |
|    n_updates            | 100       |
|    policy_gradient_loss | 5.85e-10  |
|    value_loss           | 3.01e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.49e+03  |
| time/                   |           |
|    fps                  | 1204      |
|    iterations           | 12        |
|    time_elapsed         | 20        |
|    total_timesteps      | 24576     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.76e-12 |
|    explained_variance   | 0.884     |
|    learning_rate        | 0.0003    |
|    loss                 | 9.84e+03  |
|    n_updates            | 110       |
|    policy_gradient_loss | -1.54e-09 |
|    value_loss           | 2.27e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.51e+03  |
| time/                   |           |
|    fps                  | 1205      |
|    iterations           | 13        |
|    time_elapsed         | 22        |
|    total_timesteps      | 26624     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.82e-12 |
|    explained_variance   | 0.9       |
|    learning_rate        | 0.0003    |
|    loss                 | 1.19e+04  |
|    n_updates            | 120       |
|    policy_gradient_loss | 6.05e-10  |
|    value_loss           | 1.91e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.5e+03   |
| time/                   |           |
|    fps                  | 1198      |
|    iterations           | 14        |
|    time_elapsed         | 23        |
|    total_timesteps      | 28672     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.4e-12  |
|    explained_variance   | 0.905     |
|    learning_rate        | 0.0003    |
|    loss                 | 7.84e+03  |
|    n_updates            | 130       |
|    policy_gradient_loss | -7.52e-10 |
|    value_loss           | 2.05e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.53e+03  |
| time/                   |           |
|    fps                  | 1196      |
|    iterations           | 15        |
|    time_elapsed         | 25        |
|    total_timesteps      | 30720     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.42e-12 |
|    explained_variance   | 0.907     |
|    learning_rate        | 0.0003    |
|    loss                 | 1.15e+04  |
|    n_updates            | 140       |
|    policy_gradient_loss | -3e-10    |
|    value_loss           | 1.89e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.53e+03  |
| time/                   |           |
|    fps                  | 1192      |
|    iterations           | 16        |
|    time_elapsed         | 27        |
|    total_timesteps      | 32768     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.43e-12 |
|    explained_variance   | 0.884     |
|    learning_rate        | 0.0003    |
|    loss                 | 1.63e+04  |
|    n_updates            | 150       |
|    policy_gradient_loss | -3.54e-10 |
|    value_loss           | 2.37e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.56e+03  |
| time/                   |           |
|    fps                  | 1186      |
|    iterations           | 17        |
|    time_elapsed         | 29        |
|    total_timesteps      | 34816     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.59e-12 |
|    explained_variance   | 0.913     |
|    learning_rate        | 0.0003    |
|    loss                 | 7.95e+03  |
|    n_updates            | 160       |
|    policy_gradient_loss | 8.98e-10  |
|    value_loss           | 1.7e+04   |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.56e+03  |
| time/                   |           |
|    fps                  | 1187      |
|    iterations           | 18        |
|    time_elapsed         | 31        |
|    total_timesteps      | 36864     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.45e-12 |
|    explained_variance   | 0.903     |
|    learning_rate        | 0.0003    |
|    loss                 | 1.04e+04  |
|    n_updates            | 170       |
|    policy_gradient_loss | -9.19e-10 |
|    value_loss           | 2.04e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.58e+03  |
| time/                   |           |
|    fps                  | 1186      |
|    iterations           | 19        |
|    time_elapsed         | 32        |
|    total_timesteps      | 38912     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.69e-12 |
|    explained_variance   | 0.927     |
|    learning_rate        | 0.0003    |
|    loss                 | 8.15e+03  |
|    n_updates            | 180       |
|    policy_gradient_loss | 4.05e-10  |
|    value_loss           | 1.53e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.55e+03  |
| time/                   |           |
|    fps                  | 1182      |
|    iterations           | 20        |
|    time_elapsed         | 34        |
|    total_timesteps      | 40960     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.64e-12 |
|    explained_variance   | 0.883     |
|    learning_rate        | 0.0003    |
|    loss                 | 1.49e+04  |
|    n_updates            | 190       |
|    policy_gradient_loss | -8.05e-10 |
|    value_loss           | 2.46e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.55e+03  |
| time/                   |           |
|    fps                  | 1182      |
|    iterations           | 21        |
|    time_elapsed         | 36        |
|    total_timesteps      | 43008     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.54e-12 |
|    explained_variance   | 0.927     |
|    learning_rate        | 0.0003    |
|    loss                 | 8.35e+03  |
|    n_updates            | 200       |
|    policy_gradient_loss | 9.76e-10  |
|    value_loss           | 1.77e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.53e+03  |
| time/                   |           |
|    fps                  | 1181      |
|    iterations           | 22        |
|    time_elapsed         | 38        |
|    total_timesteps      | 45056     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.71e-12 |
|    explained_variance   | 0.915     |
|    learning_rate        | 0.0003    |
|    loss                 | 6.87e+03  |
|    n_updates            | 210       |
|    policy_gradient_loss | 3.63e-10  |
|    value_loss           | 1.75e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.53e+03  |
| time/                   |           |
|    fps                  | 1180      |
|    iterations           | 23        |
|    time_elapsed         | 39        |
|    total_timesteps      | 47104     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.48e-12 |
|    explained_variance   | 0.892     |
|    learning_rate        | 0.0003    |
|    loss                 | 9.05e+03  |
|    n_updates            | 220       |
|    policy_gradient_loss | -5.97e-10 |
|    value_loss           | 2.1e+04   |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.52e+03  |
| time/                   |           |
|    fps                  | 1181      |
|    iterations           | 24        |
|    time_elapsed         | 41        |
|    total_timesteps      | 49152     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.68e-12 |
|    explained_variance   | 0.902     |
|    learning_rate        | 0.0003    |
|    loss                 | 1.04e+04  |
|    n_updates            | 230       |
|    policy_gradient_loss | -1.6e-11  |
|    value_loss           | 2e+04     |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.52e+03  |
| time/                   |           |
|    fps                  | 1177      |
|    iterations           | 25        |
|    time_elapsed         | 43        |
|    total_timesteps      | 51200     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.72e-12 |
|    explained_variance   | 0.875     |
|    learning_rate        | 0.0003    |
|    loss                 | 8.82e+03  |
|    n_updates            | 240       |
|    policy_gradient_loss | -1.35e-09 |
|    value_loss           | 2.53e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.52e+03  |
| time/                   |           |
|    fps                  | 1175      |
|    iterations           | 26        |
|    time_elapsed         | 45        |
|    total_timesteps      | 53248     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.37e-12 |
|    explained_variance   | 0.924     |
|    learning_rate        | 0.0003    |
|    loss                 | 1.19e+04  |
|    n_updates            | 250       |
|    policy_gradient_loss | -1.38e-10 |
|    value_loss           | 1.79e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.52e+03  |
| time/                   |           |
|    fps                  | 1174      |
|    iterations           | 27        |
|    time_elapsed         | 47        |
|    total_timesteps      | 55296     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.82e-12 |
|    explained_variance   | 0.922     |
|    learning_rate        | 0.0003    |
|    loss                 | 7.38e+03  |
|    n_updates            | 260       |
|    policy_gradient_loss | -4.92e-10 |
|    value_loss           | 1.71e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.48e+03  |
| time/                   |           |
|    fps                  | 1171      |
|    iterations           | 28        |
|    time_elapsed         | 48        |
|    total_timesteps      | 57344     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.49e-12 |
|    explained_variance   | 0.925     |
|    learning_rate        | 0.0003    |
|    loss                 | 7.63e+03  |
|    n_updates            | 270       |
|    policy_gradient_loss | 1.71e-10  |
|    value_loss           | 1.58e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.46e+03  |
| time/                   |           |
|    fps                  | 1173      |
|    iterations           | 29        |
|    time_elapsed         | 50        |
|    total_timesteps      | 59392     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.62e-12 |
|    explained_variance   | 0.908     |
|    learning_rate        | 0.0003    |
|    loss                 | 8.33e+03  |
|    n_updates            | 280       |
|    policy_gradient_loss | 7.68e-10  |
|    value_loss           | 1.75e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.46e+03  |
| time/                   |           |
|    fps                  | 1174      |
|    iterations           | 30        |
|    time_elapsed         | 52        |
|    total_timesteps      | 61440     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.74e-12 |
|    explained_variance   | 0.893     |
|    learning_rate        | 0.0003    |
|    loss                 | 1.13e+04  |
|    n_updates            | 290       |
|    policy_gradient_loss | 9.64e-10  |
|    value_loss           | 2.03e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.42e+03  |
| time/                   |           |
|    fps                  | 1174      |
|    iterations           | 31        |
|    time_elapsed         | 54        |
|    total_timesteps      | 63488     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.41e-12 |
|    explained_variance   | 0.92      |
|    learning_rate        | 0.0003    |
|    loss                 | 7.66e+03  |
|    n_updates            | 300       |
|    policy_gradient_loss | -7.48e-10 |
|    value_loss           | 1.51e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.42e+03  |
| time/                   |           |
|    fps                  | 1173      |
|    iterations           | 32        |
|    time_elapsed         | 55        |
|    total_timesteps      | 65536     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.47e-12 |
|    explained_variance   | 0.901     |
|    learning_rate        | 0.0003    |
|    loss                 | 5.61e+03  |
|    n_updates            | 310       |
|    policy_gradient_loss | 9.09e-10  |
|    value_loss           | 1.77e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.44e+03  |
| time/                   |           |
|    fps                  | 1172      |
|    iterations           | 33        |
|    time_elapsed         | 57        |
|    total_timesteps      | 67584     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.79e-12 |
|    explained_variance   | 0.884     |
|    learning_rate        | 0.0003    |
|    loss                 | 1.12e+04  |
|    n_updates            | 320       |
|    policy_gradient_loss | -1.01e-09 |
|    value_loss           | 2.16e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.44e+03  |
| time/                   |           |
|    fps                  | 1171      |
|    iterations           | 34        |
|    time_elapsed         | 59        |
|    total_timesteps      | 69632     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.61e-12 |
|    explained_variance   | 0.909     |
|    learning_rate        | 0.0003    |
|    loss                 | 8.13e+03  |
|    n_updates            | 330       |
|    policy_gradient_loss | 1.14e-10  |
|    value_loss           | 1.48e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.42e+03  |
| time/                   |           |
|    fps                  | 1172      |
|    iterations           | 35        |
|    time_elapsed         | 61        |
|    total_timesteps      | 71680     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.52e-12 |
|    explained_variance   | 0.921     |
|    learning_rate        | 0.0003    |
|    loss                 | 7.79e+03  |
|    n_updates            | 340       |
|    policy_gradient_loss | -1.71e-09 |
|    value_loss           | 1.5e+04   |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.47e+03  |
| time/                   |           |
|    fps                  | 1170      |
|    iterations           | 36        |
|    time_elapsed         | 62        |
|    total_timesteps      | 73728     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.6e-12  |
|    explained_variance   | 0.924     |
|    learning_rate        | 0.0003    |
|    loss                 | 8.42e+03  |
|    n_updates            | 350       |
|    policy_gradient_loss | -6.55e-11 |
|    value_loss           | 1.48e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.46e+03  |
| time/                   |           |
|    fps                  | 1169      |
|    iterations           | 37        |
|    time_elapsed         | 64        |
|    total_timesteps      | 75776     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.49e-12 |
|    explained_variance   | 0.916     |
|    learning_rate        | 0.0003    |
|    loss                 | 6.05e+03  |
|    n_updates            | 360       |
|    policy_gradient_loss | 7.19e-10  |
|    value_loss           | 1.63e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.44e+03  |
| time/                   |           |
|    fps                  | 1169      |
|    iterations           | 38        |
|    time_elapsed         | 66        |
|    total_timesteps      | 77824     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.63e-12 |
|    explained_variance   | 0.923     |
|    learning_rate        | 0.0003    |
|    loss                 | 7.77e+03  |
|    n_updates            | 370       |
|    policy_gradient_loss | 1.3e-09   |
|    value_loss           | 1.65e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.45e+03  |
| time/                   |           |
|    fps                  | 1170      |
|    iterations           | 39        |
|    time_elapsed         | 68        |
|    total_timesteps      | 79872     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.61e-12 |
|    explained_variance   | 0.929     |
|    learning_rate        | 0.0003    |
|    loss                 | 7.46e+03  |
|    n_updates            | 380       |
|    policy_gradient_loss | -6.85e-10 |
|    value_loss           | 1.45e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.46e+03  |
| time/                   |           |
|    fps                  | 1170      |
|    iterations           | 40        |
|    time_elapsed         | 70        |
|    total_timesteps      | 81920     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.45e-12 |
|    explained_variance   | 0.931     |
|    learning_rate        | 0.0003    |
|    loss                 | 7.11e+03  |
|    n_updates            | 390       |
|    policy_gradient_loss | 8.01e-10  |
|    value_loss           | 1.41e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.45e+03  |
| time/                   |           |
|    fps                  | 1169      |
|    iterations           | 41        |
|    time_elapsed         | 71        |
|    total_timesteps      | 83968     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.77e-12 |
|    explained_variance   | 0.907     |
|    learning_rate        | 0.0003    |
|    loss                 | 8.96e+03  |
|    n_updates            | 400       |
|    policy_gradient_loss | 5.02e-11  |
|    value_loss           | 1.79e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.46e+03  |
| time/                   |           |
|    fps                  | 1170      |
|    iterations           | 42        |
|    time_elapsed         | 73        |
|    total_timesteps      | 86016     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.63e-12 |
|    explained_variance   | 0.923     |
|    learning_rate        | 0.0003    |
|    loss                 | 8.03e+03  |
|    n_updates            | 410       |
|    policy_gradient_loss | -1.26e-09 |
|    value_loss           | 1.36e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.48e+03  |
| time/                   |           |
|    fps                  | 1169      |
|    iterations           | 43        |
|    time_elapsed         | 75        |
|    total_timesteps      | 88064     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.66e-12 |
|    explained_variance   | 0.906     |
|    learning_rate        | 0.0003    |
|    loss                 | 1.05e+04  |
|    n_updates            | 420       |
|    policy_gradient_loss | 1.53e-09  |
|    value_loss           | 2e+04     |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.49e+03  |
| time/                   |           |
|    fps                  | 1171      |
|    iterations           | 44        |
|    time_elapsed         | 76        |
|    total_timesteps      | 90112     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.7e-12  |
|    explained_variance   | 0.915     |
|    learning_rate        | 0.0003    |
|    loss                 | 1.01e+04  |
|    n_updates            | 430       |
|    policy_gradient_loss | -1.56e-10 |
|    value_loss           | 1.78e+04  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 100       |
|    ep_rew_mean          | 2.49e+03  |
| time/                   |           |
|    fps                  | 1170      |
|    iterations           | 45        |
|    time_elapsed         | 78        |
|    total_timesteps      | 92160     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.63e-12 |
