episode,mean_reward,deck_A_freq,deck_B_freq,deck_C_freq,deck_D_freq
46,1610.592535518416,0.17622824651851993,0.19190649318743072,0.2773456833810294,0.3545195769130199
47,1776.9095252871548,0.18410355755092228,0.18186575672227054,0.29166138117564916,0.342369304551158
48,1747.48285525134,0.1705760240235016,0.20085921384868213,0.2802148157317742,0.34834994639604205
49,1821.8292106247172,0.18957078211242007,0.15802932302853176,0.265435762926947,0.3869641319321012
50,1769.868690307346,0.15717177315178732,0.14625418359158635,0.25378986963047806,0.4427841736261483
51,1788.0783372818544,0.18495233745339165,0.14944255717753974,0.2932476155722759,0.37235748979679273
52,1851.5924726281528,0.16446344416730807,0.17862382809927066,0.2827344675629081,0.3741782601705132
53,1941.8325164221606,0.12317900791410982,0.18064340819986763,0.2954782701871385,0.40069931369888395
54,1908.0449414860138,0.18132134299702862,0.11178163000858894,0.30618483423088216,0.4007121927635003
55,1969.941138007181,0.1421507120848702,0.13382060523869044,0.2876621449803415,0.43636653769609784
56,2110.068959558157,0.16298190572464472,0.15882314580051715,0.28924822010626583,0.38894672836857225
57,2106.6898768691867,0.16127373718479907,0.12683011650247344,0.29615411052877066,0.41574203578395685
58,2128.290057541537,0.19937058460555313,0.11307745734422965,0.26934097342562363,0.41821098462459355
59,2195.6031071666503,0.16309570104934437,0.1434591214925365,0.3106430404655146,0.38280213699260457
60,2180.5658059573275,0.1550988759243592,0.15187272523697842,0.2490346543333941,0.4439937445052684
61,2148.5653110128237,0.12287607544037504,0.13542181369242903,0.2949015780240948,0.4468005328431012
62,2224.815186271147,0.12838408712157884,0.15772515980068255,0.27957994012569104,0.43431081295204754
63,2196.823492153916,0.13275148042688947,0.14818730932569832,0.2860825147741836,0.4329786954732286
64,2114.4844944435104,0.13598613040529403,0.14627605907468827,0.2881281891427012,0.42960962137731645
65,2257.0078693073547,0.1501280398569324,0.1078616024945491,0.29020360080487184,0.4518067568436466
66,2224.4011578076543,0.1373756761108354,0.12398943689904132,0.30354055742118446,0.43509432956893873
67,2241.674477427525,0.11849839139063274,0.17622696501017282,0.2969841484607047,0.40829049513848975
68,2221.572344518216,0.12814141103793653,0.09579563274154859,0.29631405037678066,0.4797489058437342
69,2244.9032407929913,0.13272101645269946,0.1637707352944215,0.26569001802649544,0.43781823022638355
70,2270.4675241497403,0.11300903966877289,0.09170555303405538,0.298580169374633,0.4967052379225387
71,2226.2428722828467,0.1014472131087958,0.12084027148966629,0.3070823475827011,0.4706301678188368
72,2310.700845281003,0.12549390579837594,0.11391289261130012,0.29935311740836684,0.461240084181957
73,2256.9477647258545,0.12630416085004564,0.11607989207153598,0.2887758249505277,0.4688401221278907
74,2252.4671553741996,0.1304665629529984,0.0921285921585067,0.2988026292107343,0.47860221567776057
75,2196.0840748879987,0.1473748104575835,0.09522465190584689,0.30701025580325325,0.45039028183331625
76,2215.0816406576173,0.0753562492480307,0.11141312302390553,0.29819420420840076,0.5150364235196631
77,2229.9756294196836,0.12880732248780305,0.10238273354893071,0.28897930599109456,0.4798306379721716
78,2363.008520810223,0.10668893885530314,0.1120801778321977,0.30306532466257124,0.4781655586499279
79,2223.903427662706,0.10859014118428008,0.09834110409283638,0.30104140946995167,0.49202734525293196
80,2244.252799932352,0.10065492198008891,0.10053137490052924,0.3209982629367373,0.4778154401826445
81,2303.7469073654424,0.073700386365081,0.10438575666774524,0.3407233745306872,0.4811904824364865
82,2263.416755289762,0.09787660621270511,0.07540625010433884,0.29565876047681816,0.5310583832061379
83,2311.6753278732763,0.07090965568752293,0.11242048838581818,0.3005408811426475,0.5161289747840114
84,2260.630233224174,0.08118648706646155,0.08778138405693268,0.32118524419080724,0.5098468846857985
85,2321.721054636975,0.10542828211641485,0.08759565330223631,0.3022318168229851,0.5047442477583636
86,2307.4779705929564,0.09049279476689522,0.06445409969659836,0.29916289710560384,0.5458902084309026
87,2361.5958099145587,0.07554638129910224,0.08551544774997202,0.3062892580901931,0.5326489128607326
88,2301.17565541759,0.06421374765704248,0.07601325883690291,0.318369966556164,0.5414030269498906
89,2340.198737956326,0.0661984633075874,0.08805978076174488,0.32159076335210324,0.5241509925785645
90,2327.1974621508734,0.05956086822934268,0.0948630012158189,0.31483329745308164,0.5307428331017567
91,2283.0821770457655,0.08557095122879703,0.07226344188344888,0.3139869811152097,0.5281786257725444
92,2311.741438713122,0.08756825293353289,0.07179695772371662,0.31703832520519315,0.5235964641375572
93,2375.8203792946874,0.09424370801878039,0.10132493414039105,0.30037855468642727,0.5040528031544013
94,2394.3483917740355,0.04190774177989315,0.0821773856456716,0.31348797431050385,0.5624268982639313
95,2340.1034538543763,0.04579169804383456,0.06665025723225827,0.3334577633625642,0.554100281361343
96,2389.0978567427746,0.0333834887190018,0.068846688431982,0.3133140966504644,0.5844557261985519
97,2428.7371185033144,0.014580758608606147,0.0369753989263616,0.31086955321501425,0.6375742892500179
98,2433.9228792882623,0.0745408213395363,0.04346189799855281,0.310786610531934,0.5712106701299768
99,2342.9744528250503,0.060037876758581916,0.05453988315449415,0.32956462727781544,0.5558576128091085
